antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'bottled beer'}),frozenset({'soda'}),0.15879938429964083,0.3134940995382247,0.05515649050795279,0.3473344103392569,1.1079456067941271,1.0,0.0053738205197123926,1.0518493870936605,0.11582090399086513,0.13222632226322265,0.04929354689926136,0.2616377452678281
frozenset({'soda'}),frozenset({'bottled beer'}),0.3134940995382247,0.15879938429964083,0.05515649050795279,0.17594108019639934,1.1079456067941271,1.0,0.0053738205197123926,1.020801541594676,0.1419195606076408,0.13222632226322265,0.020377654957476267,0.2616377452678281
frozenset({'tropical fruit'}),frozenset({'bottled beer'}),0.2337095946639302,0.15879938429964083,0.04284248332478194,0.18331503841931943,1.1543812920169745,1.0,0.005729543587231198,1.0300184958374021,0.17452273223890366,0.12252384446074834,0.029143647379843603,0.22655251113211528
frozenset({'bottled beer'}),frozenset({'tropical fruit'}),0.15879938429964083,0.2337095946639302,0.04284248332478194,0.26978998384491115,1.1543812920169745,1.0,0.005729543587231198,1.0494109754491752,0.15898121414992533,0.12252384446074834,0.04708448511130356,0.22655251113211528
frozenset({'whole milk'}),frozenset({'bottled beer'}),0.4581836839404823,0.15879938429964083,0.08542842483324782,0.1864501679731243,1.174123997995539,1.0,0.012669137927357993,1.033987818059767,0.27371121121121117,0.16071428571428573,0.03287061749290594,0.3622073133888239
frozenset({'bottled beer'}),frozenset({'whole milk'}),0.15879938429964083,0.4581836839404823,0.08542842483324782,0.5379644588045235,1.174123997995539,1.0,0.012669137927357993,1.1726723763665787,0.1762970655925825,0.16071428571428573,0.1472469036079699,0.3622073133888239
frozenset({'yogurt'}),frozenset({'bottled beer'}),0.28296562339661363,0.15879938429964083,0.04874294510005131,0.17225747960108795,1.084749039555801,1.0,0.0038081783267050265,1.016258794214125,0.10895960832313371,0.12402088772845953,0.01599867504880783,0.23960208390393656
frozenset({'bottled beer'}),frozenset({'yogurt'}),0.15879938429964083,0.28296562339661363,0.04874294510005131,0.30694668820678517,1.084749039555801,1.0,0.0038081783267050265,1.0346020492249328,0.09287651883597399,0.12402088772845953,0.033444790923094325,0.23960208390393656
frozenset({'bottled water'}),frozenset({'brown bread'}),0.21369933299127758,0.13596716264751155,0.03796818881477681,0.17767106842737096,1.306720424018664,1.0,0.008912096848287039,1.0507143846928801,0.29851858383669144,0.12181069958847736,0.0482665750385665,0.22845817572311944
frozenset({'brown bread'}),frozenset({'bottled water'}),0.13596716264751155,0.21369933299127758,0.03796818881477681,0.2792452830188679,1.306720424018664,1.0,0.008912096848287039,1.0909407160068663,0.27166254734544515,0.12181069958847736,0.08335990642986855,0.22845817572311944
frozenset({'butter'}),frozenset({'bottled water'}),0.12647511544381734,0.21369933299127758,0.03309389430477168,0.2616632860040568,1.2244459649985755,1.0,0.006066246494433082,1.0649621671299456,0.2098441644184908,0.10776942355889724,0.06099950696372379,0.208262615390984
frozenset({'bottled water'}),frozenset({'butter'}),0.21369933299127758,0.12647511544381734,0.03309389430477168,0.15486194477791118,1.2244459649985757,1.0,0.006066246494433082,1.0335883932319605,0.2331221467683397,0.10776942355889724,0.03249687540214325,0.208262615390984
frozenset({'canned beer'}),frozenset({'bottled water'}),0.16521292970754234,0.21369933299127758,0.03950743971267317,0.2391304347826087,1.1190041233884858,1.0,0.0042015468326365435,1.0334237337828924,0.12739565290272115,0.1164021164021164,0.0323427193417973,0.21200219218122032
frozenset({'bottled water'}),frozenset({'canned beer'}),0.21369933299127758,0.16521292970754234,0.03950743971267317,0.18487394957983194,1.1190041233884858,1.0,0.0042015468326365435,1.0241202202556956,0.13525137179297053,0.1164021164021164,0.023552137511427436,0.21200219218122032
frozenset({'bottled water'}),frozenset({'citrus fruit'}),0.21369933299127758,0.18547973319651104,0.04515135967162647,0.21128451380552218,1.1391245294798416,1.0,0.00551446440413194,1.0327174767843323,0.15532589351920503,0.12753623188405794,0.031680955846905653,0.22735733297468363
frozenset({'citrus fruit'}),frozenset({'bottled water'}),0.18547973319651104,0.21369933299127758,0.04515135967162647,0.24343015214384506,1.1391245294798416,1.0,0.00551446440413194,1.0392968596842895,0.149944523979957,0.12753623188405794,0.037811005891258735,0.22735733297468363
frozenset({'curd'}),frozenset({'bottled water'}),0.12083119548486403,0.21369933299127758,0.03309389430477168,0.2738853503184714,1.2816387701577447,1.0,0.007272348425117564,1.0828877607049952,0.24995080109391224,0.10978723404255318,0.0765432611880592,0.21437364754819127
frozenset({'bottled water'}),frozenset({'curd'}),0.21369933299127758,0.12083119548486403,0.03309389430477168,0.15486194477791118,1.2816387701577447,1.0,0.007272348425117564,1.0402664973879379,0.279471907128495,0.10978723404255318,0.038707867156200115,0.21437364754819127
frozenset({'domestic eggs'}),frozenset({'bottled water'}),0.1331452026680349,0.21369933299127758,0.03078501795792714,0.23121387283236994,1.081958795078725,1.0,0.0023319769567796134,1.0227820706203683,0.08738532110091739,0.0974025974025974,0.022274608907203265,0.1876357479407948
frozenset({'bottled water'}),frozenset({'domestic eggs'}),0.21369933299127758,0.1331452026680349,0.03078501795792714,0.14405762304921968,1.081958795078725,1.0,0.0023319769567796134,1.0127490128717067,0.09633768352365411,0.0974025974025974,0.01258852164719097,0.1876357479407948
frozenset({'bottled water'}),frozenset({'frankfurter'}),0.21369933299127758,0.1375064135454079,0.037711646998460746,0.1764705882352941,1.2833625987708515,1.0,0.0083266181417843,1.0473136406948618,0.2808047852093528,0.12029459901800327,0.045176190642824625,0.22536215978928884
frozenset({'frankfurter'}),frozenset({'bottled water'}),0.1375064135454079,0.21369933299127758,0.037711646998460746,0.27425373134328357,1.2833625987708515,1.0,0.0083266181417843,1.0834374229220443,0.25599841364267295,0.12029459901800327,0.0770117601227143,0.22536215978928884
frozenset({'newspapers'}),frozenset({'bottled water'}),0.13981528989225245,0.21369933299127758,0.0336069779374038,0.2403669724770642,1.1247904666453736,1.0,0.003728543745447333,1.035105950530806,0.12897872020726556,0.10505212510024058,0.0339153209512549,0.19881493881956452
frozenset({'bottled water'}),frozenset({'newspapers'}),0.21369933299127758,0.13981528989225245,0.0336069779374038,0.15726290516206481,1.1247904666453736,1.0,0.003728543745447333,1.0207035092873984,0.14109809098041154,0.10505212510024058,0.020283568243879693,0.19881493881956452
frozenset({'bottled water'}),frozenset({'other vegetables'}),0.21369933299127758,0.3766033863519754,0.09389430477167779,0.43937575030012005,1.1666802960966403,1.0,0.013414412306004236,1.1119686920102883,0.1816953262197024,0.18914728682170545,0.10069410480241478,0.34434727569501916
frozenset({'other vegetables'}),frozenset({'bottled water'}),0.3766033863519754,0.21369933299127758,0.09389430477167779,0.24931880108991827,1.1666802960966403,1.0,0.013414412306004236,1.0474495273764108,0.22917538060221723,0.18914728682170545,0.04530006089673782,0.34434727569501916
frozenset({'pastry'}),frozenset({'bottled water'}),0.1775269368907132,0.21369933299127758,0.04361210877373012,0.24566473988439305,1.1495812197711455,1.0,0.005674720772200083,1.0423755968774635,0.15820336868371807,0.12546125461254612,0.04065290573225582,0.22487318626872715
frozenset({'bottled water'}),frozenset({'pastry'}),0.21369933299127758,0.1775269368907132,0.04361210877373012,0.20408163265306123,1.1495812197711455,1.0,0.005674720772200083,1.033363592111668,0.16548123980424145,0.12546125461254612,0.03228640177218735,0.22487318626872715
frozenset({'pip fruit'}),frozenset({'bottled water'}),0.17060030785017957,0.21369933299127758,0.040533606977937404,0.23759398496240602,1.1118143498000705,1.0,0.004076434982247412,1.0313411115597642,0.12125548634140804,0.11791044776119403,0.030388696046805438,0.21363492765527264
frozenset({'bottled water'}),frozenset({'pip fruit'}),0.21369933299127758,0.17060030785017957,0.040533606977937404,0.18967587034813926,1.1118143498000705,1.0,0.004076434982247412,1.0235406571271117,0.12790179032357982,0.11791044776119403,0.022999239906293496,0.21363492765527264
frozenset({'rolls/buns'}),frozenset({'bottled water'}),0.3496664956387891,0.21369933299127758,0.0792714212416624,0.22670579603815116,1.0608633768988154,1.0,0.004547924354255689,1.0168195532570101,0.08821866043673371,0.16375198728139906,0.016541335385550807,0.2988270876949459
frozenset({'bottled water'}),frozenset({'rolls/buns'}),0.21369933299127758,0.3496664956387891,0.0792714212416624,0.3709483793517407,1.0608633768988154,1.0,0.004547924354255689,1.0338316968184897,0.07296388391749425,0.16375198728139906,0.032724569117587886,0.2988270876949459
frozenset({'root vegetables'}),frozenset({'bottled water'}),0.23063109286813752,0.21369933299127758,0.05413032324268856,0.2347052280311457,1.0982964932357815,1.0,0.004844612529718177,1.0274481099430834,0.1163278754845612,0.13872452333990795,0.026714838129006845,0.2440032742796785
frozenset({'bottled water'}),frozenset({'root vegetables'}),0.21369933299127758,0.23063109286813752,0.05413032324268856,0.2533013205282113,1.0982964932357815,1.0,0.004844612529718177,1.0303606103550504,0.11382293591458369,0.13872452333990795,0.029466004474480705,0.2440032742796785
frozenset({'sausage'}),frozenset({'bottled water'}),0.2060030785017958,0.21369933299127758,0.04925602873268343,0.2391033623910336,1.1188774388958571,1.0,0.005233308262699868,1.03338696498855,0.13381293753365628,0.13296398891966757,0.03230828926598662,0.23479777963489257
frozenset({'bottled water'}),frozenset({'sausage'}),0.21369933299127758,0.2060030785017958,0.04925602873268343,0.2304921968787515,1.1188774388958571,1.0,0.005233308262699868,1.0318243925241872,0.1351226889613919,0.13296398891966757,0.030842837942931595,0.23479777963489257
frozenset({'shopping bags'}),frozenset({'bottled water'}),0.16829143150333503,0.21369933299127758,0.04207285787583376,0.25,1.1698679471788715,1.0,0.00610909121542378,1.0484008893449632,0.17458359037631083,0.12377358490566037,0.04616639477977161,0.2234393757503001
frozenset({'bottled water'}),frozenset({'shopping bags'}),0.21369933299127758,0.16829143150333503,0.04207285787583376,0.19687875150060022,1.1698679471788715,1.0,0.00610909121542378,1.0355952728814977,0.18466557911908635,0.12377358490566037,0.03437179930578029,0.2234393757503001
frozenset({'bottled water'}),frozenset({'soda'}),0.21369933299127758,0.3134940995382247,0.07619291944586967,0.3565426170468187,1.1373184298269226,1.0,0.009199439477849874,1.066901893814662,0.15355293006190238,0.16894197952218432,0.06270669702858724,0.2997934034497596
frozenset({'soda'}),frozenset({'bottled water'}),0.3134940995382247,0.21369933299127758,0.07619291944586967,0.2430441898527005,1.1373184298269226,1.0,0.009199439477849874,1.0387669352266582,0.17587433880408476,0.16894197952218432,0.03732014748640342,0.2997934034497596
frozenset({'tropical fruit'}),frozenset({'bottled water'}),0.2337095946639302,0.21369933299127758,0.05643919958953309,0.2414928649835346,1.130059048866528,1.0,0.006495615096189358,1.0366424133790828,0.15019173996408677,0.1443569553805774,0.03534720642930434,0.25279925362021866
frozenset({'bottled water'}),frozenset({'tropical fruit'}),0.21369933299127758,0.2337095946639302,0.05643919958953309,0.26410564225690275,1.1300590488665279,1.0,0.006495615096189358,1.041304906435475,0.14636956844134652,0.1443569553805774,0.03966648594489688,0.25279925362021866
frozenset({'whipped/sour cream'}),frozenset({'bottled water'}),0.15469471523858389,0.21369933299127758,0.03540277065161621,0.22885572139303484,1.0709238919448376,1.0,0.002344613187855213,1.019654413346795,0.0783466385168569,0.10631741140215718,0.01927556345515491,0.19726099394981872
frozenset({'bottled water'}),frozenset({'whipped/sour cream'}),0.21369933299127758,0.15469471523858389,0.03540277065161621,0.16566626650660263,1.0709238919448376,1.0,0.002344613187855213,1.0131500751169202,0.08422583161926377,0.10631741140215718,0.012979395096430063,0.19726099394981872
frozenset({'whole milk'}),frozenset({'bottled water'}),0.4581836839404823,0.21369933299127758,0.11236531554643407,0.24524076147816348,1.1475972247801696,1.0,0.014451767900866663,1.0417900528765418,0.237375899405009,0.20082530949105915,0.04011369926325652,0.3855255428039077
frozenset({'bottled water'}),frozenset({'whole milk'}),0.21369933299127758,0.4581836839404823,0.11236531554643407,0.5258103241296519,1.1475972247801696,1.0,0.014451767900866663,1.1426151677913374,0.16356864585428352,0.20082530949105915,0.12481469860671544,0.3855255428039077
frozenset({'yogurt'}),frozenset({'bottled water'}),0.28296562339661363,0.21369933299127758,0.06644433042585941,0.23481414324569358,1.09880615890962,1.0,0.0059747654465420325,1.0275943551073707,0.1254073393608278,0.15444245676803817,0.026853354118014212,0.2728692564967964
frozenset({'bottled water'}),frozenset({'yogurt'}),0.21369933299127758,0.28296562339661363,0.06644433042585941,0.31092436974789917,1.09880615890962,1.0,0.0059747654465420325,1.0405742782414997,0.11436003703540414,0.15444245676803817,0.0389921979525263,0.2728692564967964
frozenset({'canned beer'}),frozenset({'brown bread'}),0.16521292970754234,0.13596716264751155,0.030015392508978965,0.18167701863354038,1.336183054025548,1.0,0.007551859223961663,1.0558579644307449,0.30139368246313536,0.1106906338694418,0.05290291527124121,0.20121586780733625
frozenset({'brown bread'}),frozenset({'canned beer'}),0.13596716264751155,0.16521292970754234,0.030015392508978965,0.22075471698113208,1.336183054025548,1.0,0.007551859223961663,1.0712763856053331,0.29119211482631907,0.1106906338694418,0.06653407707205065,0.20121586780733625
frozenset({'brown bread'}),frozenset({'other vegetables'}),0.13596716264751155,0.3766033863519754,0.05977424320164187,0.439622641509434,1.1673358696210991,1.0,0.008568549315919202,1.11245860347964,0.16590633378528538,0.1320113314447592,0.1010901467505241,0.29917099377924017
frozenset({'other vegetables'}),frozenset({'brown bread'}),0.3766033863519754,0.13596716264751155,0.05977424320164187,0.1587193460490463,1.1673358696210991,1.0,0.008568549315919202,1.0270447005938892,0.22994754411063423,0.1320113314447592,0.026332544803795276,0.29917099377924017
frozenset({'pastry'}),frozenset({'brown bread'}),0.1775269368907132,0.13596716264751155,0.03129810159055926,0.17630057803468208,1.2966408550550768,1.0,0.007160267688025145,1.0489661814875824,0.2781567348107545,0.11090909090909092,0.046680419590021,0.20324462863998255
frozenset({'brown bread'}),frozenset({'pastry'}),0.13596716264751155,0.1775269368907132,0.03129810159055926,0.23018867924528302,1.2966408550550768,1.0,0.007160267688025145,1.0684086359017695,0.2647774619368405,0.11090909090909092,0.064028531409268,0.20324462863998255
frozenset({'rolls/buns'}),frozenset({'brown bread'}),0.3496664956387891,0.13596716264751155,0.05336069779374038,0.15260454878943508,1.1223632663796566,1.0,0.005817536508835756,1.0196335561138024,0.16764148080716137,0.1234421364985163,0.019255502132190596,0.2725286894890572
frozenset({'brown bread'}),frozenset({'rolls/buns'}),0.13596716264751155,0.3496664956387891,0.05336069779374038,0.3924528301886792,1.1223632663796563,1.0,0.005817536508835756,1.0704247121473345,0.12617908368353745,0.1234421364985163,0.06579137359979159,0.2725286894890572
frozenset({'root vegetables'}),frozenset({'brown bread'}),0.23063109286813752,0.13596716264751155,0.03386351975371986,0.1468298109010011,1.0798917035700044,1.0,0.0025052644381444653,1.0127321001041554,0.09615831539806201,0.10177332305319971,0.012572031737560073,0.19794320733729304
frozenset({'brown bread'}),frozenset({'root vegetables'}),0.13596716264751155,0.23063109286813752,0.03386351975371986,0.24905660377358493,1.0798917035700044,1.0,0.0025052644381444653,1.0245364843715756,0.08562315554595842,0.10177332305319971,0.023948863457630556,0.19794320733729304
frozenset({'sausage'}),frozenset({'brown bread'}),0.2060030785017958,0.13596716264751155,0.03514622883530016,0.17061021170610213,1.2547898211894077,1.0,0.007136574754758398,1.0417693219129853,0.2557362357463769,0.1145484949832776,0.040094597752489934,0.214550388871919
frozenset({'brown bread'}),frozenset({'sausage'}),0.13596716264751155,0.2060030785017958,0.03514622883530016,0.25849056603773585,1.2547898211894075,1.0,0.007136574754758398,1.0707846524021585,0.23500702186313435,0.1145484949832776,0.0661054043344408,0.214550388871919
frozenset({'shopping bags'}),frozenset({'brown bread'}),0.16829143150333503,0.13596716264751155,0.0310415597742432,0.18445121951219512,1.3565865163368613,1.0,0.008159451334846697,1.059449609912584,0.3160430506625336,0.11361502347417843,0.05611367388911418,0.20637655315232395
frozenset({'brown bread'}),frozenset({'shopping bags'}),0.13596716264751155,0.16829143150333503,0.0310415597742432,0.2283018867924528,1.3565865163368613,1.0,0.008159451334846697,1.077764159665605,0.3042195873657761,0.11361502347417843,0.07215322477389917,0.20637655315232395
frozenset({'brown bread'}),frozenset({'soda'}),0.13596716264751155,0.3134940995382247,0.04720369420215495,0.3471698113207547,1.1074205601704599,1.0,0.004578790981205977,1.0515841827882684,0.11226505215325833,0.11734693877551022,0.04905378345601714,0.24887132137232498
frozenset({'soda'}),frozenset({'brown bread'}),0.3134940995382247,0.13596716264751155,0.04720369420215495,0.15057283142389527,1.1074205601704599,1.0,0.004578790981205977,1.0171947275960895,0.14129622408526685,0.11734693877551022,0.016904066772667384,0.24887132137232498
frozenset({'tropical fruit'}),frozenset({'brown bread'}),0.2337095946639302,0.13596716264751155,0.03463314520266803,0.14818880351262348,1.0898867096079365,1.0,0.0028563147327134372,1.0143478283867489,0.10762687696065665,0.10336906584992342,0.014144880074883109,0.20145289232234947
frozenset({'brown bread'}),frozenset({'tropical fruit'}),0.13596716264751155,0.2337095946639302,0.03463314520266803,0.25471698113207547,1.0898867096079365,1.0,0.0028563147327134372,1.0281871261471316,0.09545174628310016,0.10336906584992342,0.027414393188091808,0.20145289232234947
frozenset({'whole milk'}),frozenset({'brown bread'}),0.4581836839404823,0.13596716264751155,0.06977937403796819,0.1522956326987682,1.1200912759618837,1.0,0.00748143856119661,1.0192619864673345,0.1978818516042781,0.13307240704500978,0.018897973948871265,0.33275158993428977
frozenset({'brown bread'}),frozenset({'whole milk'}),0.13596716264751155,0.4581836839404823,0.06977937403796819,0.5132075471698113,1.1200912759618837,1.0,0.00748143856119661,1.1130335174866062,0.12408743188486798,0.13307240704500978,0.10155445969125211,0.33275158993428977
frozenset({'yogurt'}),frozenset({'brown bread'}),0.28296562339661363,0.13596716264751155,0.04207285787583376,0.14868540344514958,1.093539061564515,1.0,0.0035988249358118937,1.0149395309901967,0.11929403551638375,0.11164057181756296,0.014719626671375606,0.22905968285465025
